6770	https://www.nikkei.com/nkd/company/?scode=6770	電気機器	1306	アルプスアルパイン（株）	227000	5782213	42.9	7133	2863.815737	219281450	〒145-8501	東京都大田区雪谷大塚町１－７	https://www.alpsalpine.com/j/	1,879.42
6841	https://www.nikkei.com/nkd/company/?scode=6841	電気機器	2189	横河電機（株）	222500	8804205	45.2	2536	5880.1905239	268624510	〒180-8750	東京都武蔵野市中町２－９－３２	http://www.yokogawa.co.jp/	1,249.72
6857	https://www.nikkei.com/nkd/company/?scode=6857	電気機器	7150	（株）アドバンテスト	230000	9806606	46.1	2025	14267.2719475	199542265	〒100-0005	東京都千代田区丸の内１－６－２	http://www.advantest.co.jp/	1,551.72
6861	https://www.nikkei.com/nkd/company/?scode=6861	電気機器	49400	（株）キーエンス	220000	17517949	35.8	2607	120144.595896	243207684	〒533-8555	大阪市東淀川区東中島１－３－１４	http://www.keyence.co.jp/	8,962.26
6902	https://www.nikkei.com/nkd/company/?scode=6902	電気機器	7050	（株）デンソー	208000	7211044	43.8	46272	55550.1190455	787944951	〒448-8661	愛知県刈谷市昭和町１－１	http://www.denso.co.jp/	5,632.38
6952	https://www.nikkei.com/nkd/company/?scode=6952	電気機器	1249	カシオ計算機（株）	227000	8035000	46.8	2586	3110.27121586	249020914	〒151-8543	東京都渋谷区本町１－６－２	http://casio.jp/	909.00
6954	https://www.nikkei.com/nkd/company/?scode=6954	電気機器	21880	ファナック（株）	260950	10982000	40.2	4105	44177.7760636	201909397	〒401-0597	山梨県南都留郡忍野村忍草字古馬場３５８０	http://www.fanuc.co.jp/	8,006.53
6971	https://www.nikkei.com/nkd/company/?scode=6971	電気機器	6977	京セラ（株）	221000	6840910	41.1	19865	26346.4483266	377618580	〒612-8501	京都市伏見区竹田鳥羽殿町６	http://www.kyocera.co.jp/	8,000.97
6976	https://www.nikkei.com/nkd/company/?scode=6976	電気機器	4510	太陽誘電（株）	227050	7197000	42.5	2837	5872.8534931	130218481	〒104-0031	東京都中央区京橋２－７－１９	http://www.ty-top.com/	2,403.20
6981	https://www.nikkei.com/nkd/company/?scode=6981	電気機器	7529	（株）村田製作所	227000	7314000	40.1	9528	50882.05721649	675814281	〒617-8555	京都府長岡京市東神足１－１０－１	http://www.murata.co.jp/	3,537.80
7735	https://www.nikkei.com/nkd/company/?scode=7735	電気機器	8850	（株）ＳＣＲＥＥＮホールディングス	226300	8243000	43.1	410	4495.345641	50794866	〒602-8585	京都市上京区堀川通寺之内上ル４－天神北町１－１	http://www.screen.co.jp/	5,318.32
7751	https://www.nikkei.com/nkd/company/?scode=7751	電気機器	3091	キヤノン（株）	228000	7597287	44.9	25377	41226.62867224	1333763464	〒146-8501	東京都大田区下丸子３－３０－２	http://canon.jp/	2,748.36
7752	https://www.nikkei.com/nkd/company/?scode=7752	電気機器	1030	（株）リコー	232000	7827056	45.2	8022	6565.9222334	637468178	〒143-8555	東京都大田区中馬込１－３－６	http://www.ricoh.co.jp/	1,416.08
8035	https://www.nikkei.com/nkd/company/?scode=8035	電気機器	42820	東京エレクトロン（株）	274300	11790727	44.3	1670	67317.7120902	157210911	〒107-6325	東京都港区赤坂５－３－１	http://www.tel.co.jp	8,572.45
7201	https://www.nikkei.com/nkd/company/?scode=7201	自動車	499.8	日産自動車（株）	223000	7965467	41.6	22825	21095.134129776	4220715112	〒220-8686	横浜市西区高島１－１－１	http://www.nissan.co.jp/	1,170.17
7202	https://www.nikkei.com/nkd/company/?scode=7202	自動車	1439	いすゞ自動車（株）	216600	7593000	41.3	8149	11187.39137291	777442069	〒220-8720	横浜市西区高島１－２－５	http://www.isuzu.co.jp/	1,540.51
7203	https://www.nikkei.com/nkd/company/?scode=7203	自動車	2105.0	トヨタ自動車（株）		8583267	40	71373	343430.486033	16314987460	〒471-8571	愛知県豊田市トヨタ町１	http://www.toyota.co.jp/	1,904.88
7205	https://www.nikkei.com/nkd/company/?scode=7205	自動車	704	日野自動車（株）	214000	6200000	38.6	12784	4045.049184	574580850	〒191-8660	東京都日野市日野台３－１－１	http://www.hino.co.jp/	798.17
7211	https://www.nikkei.com/nkd/company/?scode=7211	自動車	429	三菱自動車工業（株）	210800	6520000	40.7	13951	6393.31190784	1490282496	〒108-8410	東京都港区芝浦３－１－２１	http://www.mitsubishi-motors.co.jp/	407.82
7261	https://www.nikkei.com/nkd/company/?scode=7261	自動車	1010	マツダ（株）	211000	6288000	41.5	22611	6381.2201879	631803979	〒730-8670	広島県安芸郡府中町新地３－１	http://www.mazda.co.jp/	2,065.74
7267	https://www.nikkei.com/nkd/company/?scode=7267	自動車	3207	本田技研工業（株）	222300	7989000	44.9	35781	58092.5097501	1811428430	〒107-8556	東京都港区南青山２－１－１	http://www.honda.co.jp/	6,122.31
7269	https://www.nikkei.com/nkd/company/?scode=7269	自動車	4261	スズキ（株）	212000	6652343	40.5	16073	20926.721203	491122300	〒432-8611	浜松市南区高塚町３００	http://www.suzuki.co.jp/	3,867.67
7270	https://www.nikkei.com/nkd/company/?scode=7270	自動車	2304.5	（株）ＳＵＢＡＲＵ	213000	6513152	38.9	16478	17725.657993285	769175873	〒150-8554	東京都渋谷区恵比寿１－２０－８	https://www.subaru.co.jp/	2,465.41
7272	https://www.nikkei.com/nkd/company/?scode=7272	自動車	2512	ヤマハ発動機（株）	214000	7260800	43.8	10154	8797.46277104	350217467	〒438-8501	静岡県磐田市新貝２５００	http://www.yamaha-motor.co.jp/	2,484.31
4543	https://www.nikkei.com/nkd/company/?scode=4543	精密機器	4214	テルモ（株）	227500	7441630	40.5	5247	32006.2166256	759521040	〒151-0072	東京都渋谷区幡ヶ谷２－４４－１	http://www.terumo.co.jp/	1,338.46
4902	https://www.nikkei.com/nkd/company/?scode=4902	精密機器	448	コニカミノルタ（株）	228550	7544632	45.9	4910	2251.93622976	502664337	〒100-7015	東京都千代田区丸の内２－７－２	http://konicaminolta.jp/	1,113.71
7731	https://www.nikkei.com/nkd/company/?scode=7731	精密機器	1410	（株）ニコン	239000	7386888	43.4	4183	5334.5449461	378336521	〒108-6290	東京都港区港南２－１５－３	http://www.nikon.co.jp/	1,627.34
7733	https://www.nikkei.com/nkd/company/?scode=7733	精密機器	2732.0	オリンパス（株）	226000	8693471	42.8	4775	35130.56944	1285892000	〒163-0914	東京都新宿区西新宿２－３－１	http://www.olympus.co.jp/	400.75
7762	https://www.nikkei.com/nkd/company/?scode=7762	精密機器	526	シチズン時計（株）	214600	5937377	43.8	866	1653.50103534	314353809	〒188-8511	東京都西東京市田無町６－１－１２	http://www.citizen.co.jp/	768.92
9432	https://www.nikkei.com/nkd/company/?scode=9432	通信	3847	日本電信電話（株）		9306877	41.8	2496	139338.82687632	3622012656	〒100-8116	東京都千代田区大手町１－５－１	https://group.ntt/jp/	2,338.73
9433	https://www.nikkei.com/nkd/company/?scode=9433	通信	4348	ＫＤＤＩ（株）	270000	9484602	42.8	11353	100185.726834	2304179550	〒102-8460	東京都千代田区飯田橋３－１０－１０	http://www.kddi.com/	2,249.27
9434	https://www.nikkei.com/nkd/company/?scode=9434	通信	1540.0	ソフトバンク（株）	247000	8207000	40.1	18173	73722.035618	4787145170	〒105-7529	東京都港区海岸１－７－１	https://www.softbank.jp/corp/	355.87
9613	https://www.nikkei.com/nkd/company/?scode=9613	通信	1953	（株）エヌ・ティ・ティ・データ		8416000	38.9	11955	27390.825	1402500000	〒135-6033	東京都江東区豊洲３－３－３	https://www.nttdata.com/jp/ja/	906.22
9984	https://www.nikkei.com/nkd/company/?scode=9984	通信	5388	ソフトバンクグループ（株）		14049675	40	241	92832.7469724	1722953730	〒105-7537	東京都港区海岸１－７－１	https://group.softbank/	5,755.92
7186	https://www.nikkei.com/nkd/company/?scode=7186	銀行	443	（株）コンコルディア・フィナンシャルグループ		12747000	45.4	8	5358.59916795	1209616065	〒103-0027	東京都中央区日本橋２－７－１	http://www.concordia-fg.jp	965.47
8304	https://www.nikkei.com/nkd/company/?scode=8304	銀行	2648	（株）あおぞら銀行	241600	8089000	43.3	1933	3132.30378864	118289418	〒102-8660	東京都千代田区麹町６－１－１	http://www.aozorabank.co.jp/	4,222.79
8306	https://www.nikkei.com/nkd/company/?scode=8306	銀行	713.7	（株）三菱ＵＦＪフィナンシャル・グループ	195000	10707000	41.1	2726	94793.59917144	13281995120	〒100-8330	東京都千代田区丸の内２－７－１	http://www.mufg.jp/	1,349.51
8308	https://www.nikkei.com/nkd/company/?scode=8308	銀行	492.4	（株）りそなホールディングス	205000	8712000	45.5	1153	11822.427322184	2400980366	〒135-8582	東京都江東区木場１－５－６５	http://www.resona-gr.co.jp/	1,025.01
8309	https://www.nikkei.com/nkd/company/?scode=8309	銀行	4173	三井住友トラスト・ホールディングス（株）	210000	12617000	51.5	184	15660.9117912	375291440	〒100-0005	東京都千代田区丸の内１－４－１	http://www.smth.jp/	7,249.70
8316	https://www.nikkei.com/nkd/company/?scode=8316	銀行	4004	（株）三井住友フィナンシャルグループ		11424000	40	1034	55029.45856408	1374362102	〒100-0005	東京都千代田区丸の内１－１－２	http://www.smfg.co.jp/	8,825.53
8331	https://www.nikkei.com/nkd/company/?scode=8331	銀行	716	（株）千葉銀行	205000	7402000	38.5	3905	5839.13098292	815521087	〒260-8720	千葉市中央区千葉港１－２	http://www.chibabank.co.jp/	1,436.74
8354	https://www.nikkei.com/nkd/company/?scode=8354	銀行	2309	（株）ふくおかフィナンシャルグループ		8396000	36.3	302	4413.38253885	191138265	〒810-8693	福岡市中央区大手門１－８－３	http://www.fukuoka-fg.com	4,949.87
8355	https://www.nikkei.com/nkd/company/?scode=8355	銀行	790	（株）静岡銀行	215000	7397000	38.9	2615	4701.5196451	595129069	〒424-8677	静岡市清水区草薙北２－１	http://www.shizuokabank.co.jp/	1,925.98
8411	https://www.nikkei.com/nkd/company/?scode=8411	銀行	1540.0	（株）みずほフィナンシャルグループ	205000	9934000	41.4	1949	39104.4483676	2539249894	〒100-8176	東京都千代田区大手町１－５－５	http://www.mizuho-fg.co.jp/	3,581.39
8253	https://www.nikkei.com/nkd/company/?scode=8253	その他金融	1537	（株）クレディセゾン	225000	5080507	41.6	4319	2850.28614564	185444772	〒170-6073	東京都豊島区東池袋３－１－１	http://www.saisoncard.co.jp/	3,598.22
8591	https://www.nikkei.com/nkd/company/?scode=8591	その他金融	2227.0	オリックス（株）	240000	8583327	43.2	2883	28021.83072749	1258277087	〒105-5135	東京都港区浜松町２－４－１	http://www.orix.co.jp/	2,732.88
8697	https://www.nikkei.com/nkd/company/?scode=8697	その他金融	2084.5	（株）日本取引所グループ	228200	10287741	45.3	206	11018.217602645	528578441	〒103-8224	東京都中央区日本橋兜町２－１	http://www.jpx.co.jp/	598.35
8601	https://www.nikkei.com/nkd/company/?scode=8601	証券	614.1	（株）大和証券グループ本社	255000	10071020	42.1	575	9637.555038852	1569378772	〒100-6751	東京都千代田区丸の内１－９－１	http://www.daiwa-grp.jp/	925.81
8604	https://www.nikkei.com/nkd/company/?scode=8604	証券	501.0	野村ホールディングス（株）	245000	14146131	43.8	154	16200.14863101	3233562601	〒100-0004	東京都千代田区大手町２－２－２	http://www.nomuraholdings.com/jp/investor/	965.80
8628	https://www.nikkei.com/nkd/company/?scode=8628	証券	802	松井証券（株）	270000	8497000	40.1	154	2079.30291004	259264702	〒102-8516	東京都千代田区麹町１－４	http://www.matsui.co.jp/	305.27
8630	https://www.nikkei.com/nkd/company/?scode=8630	保険	5953	ＳＯＭＰＯホールディングス（株）	243700	11090287	43.4	381	20698.50295617	347698689	〒160-8338	東京都新宿区西新宿１－２６－１	http://www.sompo-hd.com/	5,919.73
8725	https://www.nikkei.com/nkd/company/?scode=8725	保険	4250	ＭＳ＆ＡＤインシュアランスグループホールディングス（株）		10744848	47.8	423	25229.3978675	593632891	〒104-0033	東京都中央区新川２－２７－２	http://www.ms-ad-hd.com	5,955.21
8750	https://www.nikkei.com/nkd/company/?scode=8750	保険	2380.0	第一生命ホールディングス（株）	270470	9487000	41.8	726	24546.09906	1031348700	〒100-8411	東京都千代田区有楽町１－１３－１	http://www.dai-ichi-life-hd.com/	4,302.56
8766	https://www.nikkei.com/nkd/company/?scode=8766	保険	7992	東京海上ホールディングス（株）	228670	12926734	43.7	811	54345.6	680000000	〒100-0005	東京都千代田区丸の内１－２－１	http://www.tokiomarinehd.com/	5,932.05
8795	https://www.nikkei.com/nkd/company/?scode=8795	保険	1567	（株）Ｔ＆Ｄホールディングス		10470000	46.1	118	9229.63	589000000	〒103-6031	東京都中央区日本橋２－７－１	http://www.td-holdings.co.jp/	2,461.66
1332	https://www.nikkei.com/nkd/company/?scode=1332	水産	575	日本水産（株）	212300	8005060	42.7	1247	1796.47409275	312430277	〒105-8676	東京都港区西新橋１－３－１	http://www.nissui.co.jp/	609.82
1333	https://www.nikkei.com/nkd/company/?scode=1333	水産	2514	マルハニチロ（株）	238000	6975720	41.6	1661	1323.7947174	52656910	〒135-8608	東京都江東区豊洲３－２－２０	http://www.maruha-nichiro.co.jp/	3,043.95
2002	https://www.nikkei.com/nkd/company/?scode=2002	食品	1647	（株）日清製粉グループ本社	219000	8796178	42.1	355	5012.77446477	304357891	〒101-8441	東京都千代田区神田錦町１－２５	http://www.nisshin.com/	1,510.35
2269	https://www.nikkei.com/nkd/company/?scode=2269	食品	7110	明治ホールディングス（株）		9989000	44.1	66	10549.07145	148369500	〒104-0031	東京都中央区京橋２－４－１６	http://www.meiji.com	4,781.52
2282	https://www.nikkei.com/nkd/company/?scode=2282	食品	4355	日本ハム（株）	231000	8398034	40.3	1314	4483.8602692	102958904	〒530-0001	大阪市北区梅田２－４－９	http://www.nipponham.co.jp/	4,681.82
2501	https://www.nikkei.com/nkd/company/?scode=2501	食品	2939	サッポロホールディングス（株）	215000	8358000	47.4	116	2315.76441822	78794298	〒150-8522	東京都渋谷区恵比寿４－２０－１	http://www.sapporoholdings.jp/	2,086.96
2502	https://www.nikkei.com/nkd/company/?scode=2502	食品	4495	アサヒグループホールディングス（株）	232000	11146637	46.2	336	22789.8011219	507003362	〒130-8602	東京都墨田区吾妻橋１－２３－１	http://www.asahigroup-holdings.com/	3,467.47
2503	https://www.nikkei.com/nkd/company/?scode=2503	食品	2211.0	キリンホールディングス（株）	232000	8709533	42.7	1156	20208.54	914000000	〒164-0001	東京都中野区中野４－１０－２	http://www.kirinholdings.co.jp/	1,072.69
2531	https://www.nikkei.com/nkd/company/?scode=2531	食品	1019	宝ホールディングス（株）	219590	7190000	48.7	184	2034.94038117	199699743	〒600-8688	京都市下京区四条通烏丸東入長刀鉾町２０	http://www.takara.co.jp/	912.58
2801	https://www.nikkei.com/nkd/company/?scode=2801	食品	7810	キッコーマン（株）	219000	7769951	43.6	506	15142.2780762	193883202	〒278-8601	千葉県野田市野田２５０	http://www.kikkoman.co.jp/	1,868.13
2802	https://www.nikkei.com/nkd/company/?scode=2802	食品	3507	味の素（株）	234000	9971519	44.1	3184	18832.45862778	536996254	〒104-8315	東京都中央区京橋１－１５－１	http://www.ajinomoto.co.jp/	1,280.50
2871	https://www.nikkei.com/nkd/company/?scode=2871	食品	2443	（株）ニチレイ	210000	7025321	45.1	198	3273.81043185	134007795	〒104-8402	東京都中央区築地６－１９－２０	http://www.nichirei.co.jp/	1,630.84
2914	https://www.nikkei.com/nkd/company/?scode=2914	食品	2355.0	日本たばこ産業（株）	208000	8978793	43.4	7154	47100.0	2000000000	〒105-6927	東京都港区虎ノ門４－１－１	http://www.jti.co.jp/	1,583.10
3086	https://www.nikkei.com/nkd/company/?scode=3086	小売業	1030	Ｊ．フロント　リテイリング（株）	211000	7089444	46.4	138	2786.8273692	270565764	〒103-0027	東京都中央区日本橋１－４－１	http://www.j-front-retailing.com/index.php	1,337.29
3099	https://www.nikkei.com/nkd/company/?scode=3099	小売業	986	（株）三越伊勢丹ホールディングス	225000	7852642	46.5	493	3911.94665844	396749154	〒160-0023	東京都新宿区西新宿３－２－５	http://www.imhds.co.jp	1,341.41
3382	https://www.nikkei.com/nkd/company/?scode=3382	小売業	5360	（株）セブン＆アイ・ホールディングス		7388979	42.7	969	47513.2902888	886441983	〒102-8452	東京都千代田区二番町８－８	http://www.7andi.com/	3,375.50
8233	https://www.nikkei.com/nkd/company/?scode=8233	小売業	1341	（株）高島屋	225000	6868000	48.1	4298	2383.75464021	177759481	〒542-8510	大阪市中央区難波５－１－５	http://www.takashimaya.co.jp/	2,390.47
8252	https://www.nikkei.com/nkd/company/?scode=8252	小売業	2269	（株）丸井グループ	249000	6301900	39.2	373	4734.50486173	208660417	〒164-8701	東京都中野区中野４－３－２	http://www.0101.co.jp/	1,307.04
8267	https://www.nikkei.com/nkd/company/?scode=8267	小売業	2650.0	イオン（株）		8561973	49.7	433	23106.001158	871924572	〒261-8515	千葉市美浜区中瀬１－５－１	http://www.aeon.info/	1,130.76
9983	https://www.nikkei.com/nkd/company/?scode=9983	小売業	68000	（株）ファーストリテイリング		9637000	37.6	1617	72130.08608	106073656	〒754-0894	山口市佐山１０７１７－１	http://www.fastretailing.com/	10,930.42
2413	https://www.nikkei.com/nkd/company/?scode=2413	サービス	4246	エムスリー（株）		8705000	34.5	554	28826.70967	678914500	〒107-0052	東京都港区赤坂１－１１－４４	http://corporate.m3.com/	378.75
2432	https://www.nikkei.com/nkd/company/?scode=2432	サービス	1880	（株）ディー・エヌ・エー	5000000	8218000	36.1	1251	2447.965766	130210945	〒150-6140	東京都渋谷区渋谷２－２４－１２	https://dena.com/jp/	2,024.39
3659	https://www.nikkei.com/nkd/company/?scode=3659	サービス	2896	（株）ネクソン		6511000	37.7	270	26115.06047648	901763138	〒106-0032	東京都港区六本木１－４－５	http://company.nexon.co.jp/	939.19
4324	https://www.nikkei.com/nkd/company/?scode=4324	サービス	4165	（株）電通グループ		12950498	45.7	181	12012.2765	288410000	〒105-7050	東京都港区東新橋１－８－１	https://www.group.dentsu.com/jp/	3,088.16
4689	https://www.nikkei.com/nkd/company/?scode=4689	サービス	434.0	Ｚホールディングス（株）		10795485	42	243	32967.38023474	7596170561	〒102-8282	東京都千代田区紀尾井町１－３	https://www.z-holdings.co.jp/	358.25
4704	https://www.nikkei.com/nkd/company/?scode=4704	サービス	7220	トレンドマイクロ（株）	267000	9418723	40	792	10164.9733088	140789104	〒151-0053	東京都渋谷区代々木２－１－１	http://www.trendmicro.co.jp/	1,568.52
4751	https://www.nikkei.com/nkd/company/?scode=4751	サービス	1369	（株）サイバーエージェント	4080000	7711000	34.1	1702	6923.120616	505706400	〒150-0042	東京都渋谷区宇田川町４０－１	http://www.cyberagent.co.jp/	254.98
4755	https://www.nikkei.com/nkd/company/?scode=4755	サービス	629	楽天グループ（株）	300000	7741773	34.3	7744	9983.347104	1587177600	〒158-0094	東京都世田谷区玉川１－１４－１	https://corp.rakuten.co.jp/	691.47
6098	https://www.nikkei.com/nkd/company/?scode=6098	サービス	4178	（株）リクルートホールディングス	309357	9505870	38.7	138	70857.2100534	1695960030	〒100-6640	東京都千代田区丸の内１－９－２	http://www.recruit.jp/	847.45
6178	https://www.nikkei.com/nkd/company/?scode=6178	サービス	969.8	日本郵政（株）	238000	7885000	44.3	2039	35473.3220946	3657797700	〒100-8791	東京都千代田区大手町２－３－１	http://www.japanpost.jp/	3,361.06
7974	https://www.nikkei.com/nkd/company/?scode=7974	サービス	58420	任天堂（株）	233000	9710405	39.6	2498	75869.4698	129869000	〒601-8501	京都市南区上鳥羽鉾立町１１－１	http://www.nintendo.co.jp/	17,635.60
9602	https://www.nikkei.com/nkd/company/?scode=9602	サービス	4925	東宝（株）	225600	8805304	39.5	352	9184.66367525	186490633	〒100-8415	東京都千代田区有楽町１－２－２	http://www.toho.co.jp/	2,241.23
9735	https://www.nikkei.com/nkd/company/?scode=9735	サービス	8691	セコム（株）	253300	5915188	43.2	16290	20275.93343859	233298049	〒150-0001	東京都渋谷区神宮前１－５－１	http://www.secom.co.jp/	5,147.30
9766	https://www.nikkei.com/nkd/company/?scode=9766	サービス	7250	コナミグループ（株）	240000	6837987	38.1	115	10403.75	143500000	〒104-0061	東京都中央区銀座１－１１－１	https://www.konami.com/ja/	2,605.63
1605	https://www.nikkei.com/nkd/company/?scode=1605	鉱業	1338	（株）ＩＮＰＥＸ	248243	9266312	39.8	1380	18553.60670784	1386667168	〒107-6332	東京都港区赤坂５－３－１	https://www.inpex.co.jp/	2,253.17
3101	https://www.nikkei.com/nkd/company/?scode=3101	繊維	1008	東洋紡（株）	217000	6294936	41.3	3365	897.61182336	89048792	〒530-8320	大阪市北区堂島浜２－２－８	http://www.toyobo.co.jp/	2,192.17
3103	https://www.nikkei.com/nkd/company/?scode=3103	繊維	232	ユニチカ（株）	212100	5583214	41	1378	134.03993488	57775834	〒541-8566	大阪市中央区久太郎町４－１－３	http://www.unitika.co.jp/	303.57
3401	https://www.nikkei.com/nkd/company/?scode=3401	繊維	1418	帝人（株）	233600	7296000	43.5	2880	2806.98356526	197953707	〒100-8585	東京都千代田区霞が関３－２－１	http://www.teijin.co.jp/	2,288.05
3402	https://www.nikkei.com/nkd/company/?scode=3402	繊維	752.0	東レ（株）	223500	6719000	39	7420	12268.74015056	1631481403	〒103-8666	東京都中央区日本橋室町２－１－１	http://www.toray.co.jp/	878.10
3861	https://www.nikkei.com/nkd/company/?scode=3861	パルプ・紙	560	王子ホールディングス（株）	222800	8414530	44.7	356	5680.5381752	1014381817	〒104-0061	東京都中央区銀座４－７－５	http://www.ojiholdings.co.jp/	859.29
3863	https://www.nikkei.com/nkd/company/?scode=3863	パルプ・紙	964	日本製紙（株）	222100	6575928	42.9	5329	1120.69715888	116254892	〒101-0062	東京都千代田区神田駿河台４－６	http://www.nipponpapergroup.com/	3,695.31
3405	https://www.nikkei.com/nkd/company/?scode=3405	化学	1059	（株）クラレ	241800	7047455	41.6	4212	3758.00555577	354863603	〒100-0004	東京都千代田区大手町２－６－４	http://www.kuraray.co.jp/	1,627.84
3407	https://www.nikkei.com/nkd/company/?scode=3407	化学	1047.0	旭化成（株）	240920	7507000	41.5	8524	14594.46837504	1393932032	〒100-0006	東京都千代田区有楽町１－１－２	http://www.asahi-kasei.co.jp/	1,216.33
